13:17:10, 10.20%, 3%, 2.72 Gb, 0.32 Gb, 4.21 W
13:17:28, 21.89%, 1%, 3.83 Gb, 3.75 Gb, 10.94 W
13:17:28, 22.36%, 1%, 3.83 Gb, 3.75 Gb, 10.95 W
13:17:28, 22.57%, 1%, 3.82 Gb, 3.75 Gb, 10.95 W
13:17:28, 22.43%, 1%, 3.85 Gb, 3.75 Gb, 10.95 W
13:17:28, 22.52%, 1%, 3.86 Gb, 3.75 Gb, 10.95 W
13:17:28, 22.41%, 1%, 3.86 Gb, 3.75 Gb, 10.88 W
13:17:28, 21.93%, 1%, 3.85 Gb, 3.75 Gb, 10.88 W
13:17:28, 21.55%, 1%, 3.82 Gb, 3.75 Gb, 10.88 W
13:17:28, 21.63%, 1%, 3.83 Gb, 3.75 Gb, 10.88 W
13:17:28, 21.63%, 1%, 3.83 Gb, 3.75 Gb, 10.78 W
13:17:28, 22.19%, 1%, 3.84 Gb, 3.75 Gb, 10.78 W
13:17:28, 22.06%, 1%, 3.82 Gb, 3.75 Gb, 10.78 W
13:17:28, 22.14%, 1%, 3.82 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.78%, 1%, 3.82 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.91%, 0%, 3.84 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.75%, 0%, 3.81 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.69%, 0%, 3.83 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.83%, 0%, 3.83 Gb, 3.75 Gb, 10.75 W
13:17:28, 21.79%, 0%, 3.81 Gb, 3.75 Gb, 10.75 W
13:17:28, 21.96%, 0%, 3.83 Gb, 3.75 Gb, 10.75 W
13:17:28, 21.94%, 0%, 3.85 Gb, 3.75 Gb, 10.75 W
13:17:28, 21.87%, 0%, 3.86 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.96%, 2%, 3.87 Gb, 3.75 Gb, 10.78 W
13:17:28, 21.83%, 2%, 3.88 Gb, 3.75 Gb, 10.78 W
13:17:29, 21.81%, 2%, 3.90 Gb, 3.75 Gb, 10.77 W
13:17:29, 21.79%, 2%, 3.89 Gb, 3.75 Gb, 10.77 W
13:17:29, 21.79%, 2%, 3.89 Gb, 3.75 Gb, 10.77 W
13:17:29, 21.82%, 2%, 3.91 Gb, 3.75 Gb, 10.77 W
13:17:29, 21.97%, 2%, 3.91 Gb, 3.75 Gb, 10.76 W
13:17:29, 21.89%, 2%, 3.89 Gb, 3.75 Gb, 10.76 W
13:17:29, 22.05%, 1%, 3.89 Gb, 3.75 Gb, 10.76 W
13:17:29, 21.95%, 1%, 3.88 Gb, 3.75 Gb, 10.76 W
13:17:29, 22.10%, 1%, 3.87 Gb, 3.75 Gb, 10.75 W
13:17:29, 21.98%, 1%, 3.87 Gb, 3.75 Gb, 10.75 W
Query 22 - Time: 669 ms
13:17:29, 22.13%, 1%, 3.87 Gb, 3.75 Gb, 10.75 W
13:17:29, 22.02%, 1%, 3.87 Gb, 3.75 Gb, 10.75 W
13:17:29, 21.97%, 1%, 3.88 Gb, 3.75 Gb, 10.74 W
13:17:29, 21.78%, 1%, 3.88 Gb, 3.75 Gb, 10.74 W
13:17:29, 21.60%, 1%, 3.88 Gb, 3.75 Gb, 10.74 W
13:17:29, 21.15%, 1%, 3.87 Gb, 3.75 Gb, 10.74 W
13:17:29, 20.37%, 1%, 3.87 Gb, 3.75 Gb, 10.74 W
13:17:29, 19.87%, 1%, 3.86 Gb, 3.75 Gb, 10.74 W
13:17:29, 19.77%, 1%, 3.85 Gb, 3.75 Gb, 10.74 W
13:17:29, 19.50%, 1%, 3.83 Gb, 3.75 Gb, 10.74 W
13:17:29, 19.47%, 1%, 3.86 Gb, 3.75 Gb, 10.74 W
13:17:29, 19.34%, 1%, 3.84 Gb, 3.75 Gb, 10.74 W
13:17:29, 18.89%, 0%, 3.83 Gb, 3.75 Gb, 10.74 W
13:17:29, 18.75%, 0%, 3.80 Gb, 3.75 Gb, 10.74 W
13:17:29, 18.47%, 0%, 3.79 Gb, 3.75 Gb, 10.73 W
13:17:29, 17.92%, 0%, 3.79 Gb, 3.75 Gb, 10.73 W
13:17:29, 17.85%, 0%, 3.78 Gb, 3.75 Gb, 10.73 W
13:17:29, 17.73%, 0%, 3.79 Gb, 3.75 Gb, 10.73 W
13:17:29, 17.64%, 0%, 3.80 Gb, 3.75 Gb, 10.74 W
13:17:29, 17.40%, 0%, 3.78 Gb, 3.75 Gb, 10.74 W
13:17:29, 17.24%, 0%, 3.80 Gb, 3.75 Gb, 10.74 W
13:17:29, 17.12%, 0%, 3.80 Gb, 3.75 Gb, 10.74 W
13:17:29, 16.51%, 0%, 3.81 Gb, 3.75 Gb, 10.76 W
13:17:29, 16.42%, 0%, 3.79 Gb, 3.75 Gb, 10.76 W
13:17:29, 16.18%, 0%, 3.79 Gb, 3.75 Gb, 10.76 W
13:17:29, 16.11%, 0%, 3.80 Gb, 3.75 Gb, 10.76 W
13:17:29, 15.82%, 0%, 3.79 Gb, 3.75 Gb, 10.75 W
13:17:29, 15.71%, 0%, 3.79 Gb, 3.75 Gb, 10.75 W
13:17:29, 15.58%, 0%, 3.80 Gb, 3.75 Gb, 10.75 W
13:17:30, 15.47%, 0%, 3.79 Gb, 3.75 Gb, 10.75 W
13:17:30, 15.12%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 14.89%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 14.66%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:30, 14.65%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:30, 14.52%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:30, 14.29%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.83%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.64%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.31%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.27%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.14%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.96%, 0%, 3.79 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.01%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.94%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.00%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.95%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.01%, 0%, 3.80 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.19%, 0%, 3.79 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.23%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.20%, 0%, 3.78 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.28%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.22%, 0%, 3.74 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.22%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.09%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.15%, 0%, 3.74 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.96%, 0%, 3.72 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.03%, 0%, 3.72 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.92%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.93%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.78%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.01%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.94%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.06%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:30, 13.04%, 0%, 3.74 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.93%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.89%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.90%, 0%, 3.74 Gb, 3.75 Gb, 10.72 W
13:17:30, 12.93%, 0%, 3.74 Gb, 3.75 Gb, 10.72 W
13:17:31, 12.98%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:31, 13.04%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:31, 13.10%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:31, 13.04%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:31, 12.92%, 0%, 3.77 Gb, 3.75 Gb, 10.72 W
13:17:31, 12.74%, 0%, 3.76 Gb, 3.75 Gb, 10.72 W
13:17:31, 12.99%, 0%, 3.75 Gb, 3.75 Gb, 10.72 W
13:17:31, 12.96%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:31, 13.10%, 0%, 3.73 Gb, 3.75 Gb, 10.72 W
13:17:31, 13.13%, 0%, 3.72 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.88%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.84%, 0%, 3.73 Gb, 3.75 Gb, 10.74 W
13:17:31, 13.13%, 0%, 3.73 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.96%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 13.03%, 0%, 3.76 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.80%, 0%, 3.72 Gb, 3.75 Gb, 10.74 W
13:17:31, 13.07%, 0%, 3.73 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.97%, 0%, 3.76 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.92%, 0%, 3.76 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.74%, 0%, 3.76 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.61%, 0%, 3.77 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.69%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.59%, 0%, 3.74 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.69%, 0%, 3.72 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.80%, 0%, 3.72 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.85%, 0%, 3.71 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.92%, 0%, 3.71 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.75%, 0%, 3.71 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.81%, 0%, 3.73 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.81%, 0%, 3.74 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.84%, 0%, 3.74 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.82%, 0%, 3.74 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.74%, 0%, 3.72 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.63%, 0%, 3.73 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.75%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.74%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.91%, 0%, 3.75 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.78%, 0%, 3.77 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.90%, 0%, 3.79 Gb, 3.75 Gb, 10.74 W
13:17:31, 12.88%, 0%, 3.78 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.90%, 0%, 3.79 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.85%, 0%, 3.80 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.96%, 0%, 3.81 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.88%, 0%, 3.83 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.83%, 0%, 3.84 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.74%, 0%, 3.83 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.75%, 0%, 3.82 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.68%, 0%, 3.81 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.85%, 0%, 3.81 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.92%, 0%, 3.81 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.98%, 0%, 3.81 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.74%, 0%, 3.83 Gb, 3.75 Gb, 10.74 W
13:17:32, 12.91%, 0%, 3.82 Gb, 3.75 Gb, 10.75 W
13:17:32, 12.92%, 1%, 3.83 Gb, 3.75 Gb, 10.75 W
13:17:32, 13.01%, 1%, 3.80 Gb, 3.75 Gb, 10.75 W
13:17:32, 12.80%, 1%, 3.81 Gb, 3.75 Gb, 10.75 W
13:17:32, 13.04%, 1%, 3.81 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.01%, 1%, 3.81 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.09%, 1%, 3.80 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.12%, 1%, 3.78 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.10%, 1%, 3.78 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.08%, 1%, 3.77 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.26%, 1%, 3.75 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.26%, 1%, 3.75 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.35%, 1%, 3.76 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.36%, 1%, 3.74 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.40%, 1%, 3.75 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.19%, 1%, 3.74 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.32%, 1%, 3.75 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.35%, 0%, 3.76 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.25%, 0%, 3.76 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.43%, 0%, 3.76 Gb, 3.75 Gb, 10.76 W
13:17:32, 13.44%, 0%, 3.77 Gb, 3.75 Gb, 10.77 W
13:17:32, 13.27%, 0%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:32, 13.31%, 0%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:32, 13.27%, 0%, 3.80 Gb, 3.75 Gb, 10.77 W
13:17:32, 13.23%, 0%, 3.80 Gb, 3.75 Gb, 10.77 W
13:17:32, 13.15%, 0%, 3.80 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.01%, 0%, 3.82 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.05%, 0%, 3.83 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.00%, 0%, 3.83 Gb, 3.75 Gb, 10.77 W
13:17:33, 12.90%, 0%, 3.83 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.38%, 0%, 3.81 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.30%, 0%, 3.81 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.46%, 0%, 3.81 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.28%, 1%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.22%, 1%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.12%, 1%, 3.78 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.30%, 1%, 3.77 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.12%, 1%, 3.75 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.32%, 1%, 3.75 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.22%, 1%, 3.75 Gb, 3.75 Gb, 10.78 W
13:17:33, 13.22%, 0%, 3.73 Gb, 3.75 Gb, 10.78 W
13:17:33, 13.05%, 0%, 3.74 Gb, 3.75 Gb, 10.78 W
13:17:33, 13.07%, 0%, 3.75 Gb, 3.75 Gb, 10.78 W
13:17:33, 12.88%, 0%, 3.75 Gb, 3.75 Gb, 10.78 W
13:17:33, 12.90%, 0%, 3.77 Gb, 3.75 Gb, 10.78 W
13:17:33, 12.88%, 0%, 3.78 Gb, 3.75 Gb, 10.78 W
13:17:33, 13.04%, 0%, 3.79 Gb, 3.75 Gb, 10.78 W
13:17:33, 13.05%, 0%, 3.77 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.35%, 0%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.25%, 0%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:33, 13.17%, 0%, 3.79 Gb, 3.75 Gb, 10.77 W
13:17:33, 12.93%, 0%, 3.78 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.92%, 0%, 3.77 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.92%, 0%, 3.77 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.93%, 0%, 3.77 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.99%, 0%, 3.74 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.94%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.87%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.91%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.82%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 12.89%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 13.09%, 0%, 3.76 Gb, 3.75 Gb, 10.75 W
13:17:33, 13.04%, 0%, 3.76 Gb, 3.75 Gb, 10.74 W
13:17:33, 13.06%, 0%, 3.71 Gb, 3.75 Gb, 10.74 W
13:17:34, 13.05%, 0%, 3.68 Gb, 3.75 Gb, 10.74 W
13:17:34, 12.71%, 0%, 3.71 Gb, 3.75 Gb, 10.74 W
13:17:34, 12.34%, 0%, 3.71 Gb, 3.75 Gb, 10.75 W
13:17:34, 11.92%, 1%, 3.69 Gb, 3.75 Gb, 10.75 W
13:17:34, 11.60%, 1%, 3.71 Gb, 3.75 Gb, 10.73 W
13:17:34, 11.25%, 1%, 3.70 Gb, 3.75 Gb, 10.73 W
13:17:34, 11.03%, 1%, 3.70 Gb, 3.75 Gb, 10.73 W
13:17:34, 10.59%, 0%, 3.66 Gb, 3.75 Gb, 10.73 W
13:17:34, 10.26%, 0%, 3.68 Gb, 3.75 Gb, 10.74 W
13:17:34, 9.92%, 0%, 3.66 Gb, 3.75 Gb, 10.74 W
13:17:34, 9.58%, 0%, 3.64 Gb, 3.75 Gb, 10.74 W
13:17:34, 8.99%, 0%, 3.63 Gb, 3.75 Gb, 10.74 W
13:17:34, 8.78%, 0%, 3.63 Gb, 3.75 Gb, 10.75 W
13:17:34, 8.46%, 0%, 3.64 Gb, 3.75 Gb, 10.75 W
13:17:34, 8.20%, 0%, 3.64 Gb, 3.75 Gb, 10.77 W
13:17:34, 7.82%, 0%, 3.61 Gb, 3.75 Gb, 10.77 W
13:17:34, 7.61%, 0%, 3.60 Gb, 3.75 Gb, 10.77 W
13:17:34, 7.18%, 0%, 3.60 Gb, 3.75 Gb, 10.77 W
13:17:34, 6.75%, 0%, 3.62 Gb, 3.75 Gb, 10.76 W
13:17:34, 6.18%, 0%, 3.64 Gb, 3.75 Gb, 10.76 W
13:17:35, 6.30%, 0%, 3.66 Gb, 3.75 Gb, 10.77 W
13:17:35, 6.31%, 0%, 3.67 Gb, 3.76 Gb, 10.77 W
13:17:35, 6.44%, 0%, 3.66 Gb, 3.76 Gb, 10.80 W
13:17:35, 6.49%, 2%, 3.66 Gb, 3.76 Gb, 10.80 W
13:17:35, 6.38%, 2%, 3.65 Gb, 3.76 Gb, 10.80 W
13:17:35, 6.50%, 2%, 3.67 Gb, 3.76 Gb, 10.80 W
13:17:35, 6.55%, 2%, 3.67 Gb, 3.75 Gb, 10.85 W
13:17:35, 6.62%, 2%, 3.69 Gb, 3.75 Gb, 10.85 W
13:17:35, 6.62%, 2%, 3.70 Gb, 3.75 Gb, 10.86 W
13:17:35, 6.75%, 2%, 3.69 Gb, 3.75 Gb, 10.86 W
13:17:35, 6.80%, 0%, 3.68 Gb, 3.75 Gb, 10.86 W
13:17:35, 6.67%, 0%, 3.67 Gb, 3.75 Gb, 10.86 W
13:17:35, 6.91%, 0%, 3.67 Gb, 3.75 Gb, 10.88 W
13:17:35, 6.81%, 0%, 3.67 Gb, 3.75 Gb, 10.88 W
13:17:35, 6.76%, 0%, 3.66 Gb, 3.75 Gb, 10.88 W
13:17:35, 7.30%, 0%, 3.67 Gb, 3.75 Gb, 10.88 W
13:17:35, 7.63%, 0%, 3.68 Gb, 3.75 Gb, 10.94 W
13:17:35, 8.06%, 0%, 3.67 Gb, 3.75 Gb, 10.94 W
13:17:35, 8.07%, 15%, 3.68 Gb, 3.75 Gb, 10.99 W
13:17:36, 8.13%, 15%, 3.69 Gb, 3.75 Gb, 10.99 W
13:17:36, 8.14%, 15%, 3.66 Gb, 3.75 Gb, 11.01 W
13:17:36, 8.19%, 15%, 3.65 Gb, 3.75 Gb, 11.02 W
13:17:36, 8.19%, 5%, 3.65 Gb, 3.75 Gb, 11.02 W
13:17:36, 8.25%, 5%, 3.63 Gb, 3.75 Gb, 10.99 W
13:17:36, 8.19%, 5%, 3.64 Gb, 3.75 Gb, 10.99 W
13:17:36, 8.08%, 5%, 3.65 Gb, 3.75 Gb, 10.99 W
13:17:36, 7.84%, 4%, 3.62 Gb, 3.75 Gb, 10.99 W
13:17:36, 8.14%, 4%, 3.63 Gb, 3.75 Gb, 10.97 W
13:17:36, 8.14%, 4%, 3.63 Gb, 3.75 Gb, 10.97 W
13:17:36, 8.20%, 4%, 3.60 Gb, 3.75 Gb, 10.98 W
13:17:36, 8.21%, 3%, 3.58 Gb, 3.75 Gb, 10.98 W
13:17:36, 8.03%, 3%, 3.59 Gb, 3.75 Gb, 10.97 W
13:17:36, 7.85%, 3%, 3.61 Gb, 3.75 Gb, 10.97 W
13:17:36, 7.96%, 3%, 3.62 Gb, 3.75 Gb, 10.95 W
13:17:36, 7.54%, 0%, 3.62 Gb, 3.75 Gb, 10.95 W
13:17:36, 7.74%, 0%, 3.63 Gb, 3.75 Gb, 10.94 W
13:17:36, 7.07%, 0%, 3.62 Gb, 3.75 Gb, 10.94 W
13:17:36, 6.94%, 0%, 3.64 Gb, 3.75 Gb, 10.88 W
13:17:36, 6.63%, 0%, 3.62 Gb, 3.75 Gb, 10.88 W
13:17:37, 6.75%, 0%, 3.62 Gb, 3.75 Gb, 10.82 W
13:17:37, 6.63%, 0%, 3.64 Gb, 3.75 Gb, 10.82 W
13:17:37, 6.32%, 0%, 3.64 Gb, 3.75 Gb, 10.81 W
13:17:37, 6.44%, 0%, 3.63 Gb, 3.75 Gb, 10.81 W
13:17:37, 6.44%, 0%, 3.62 Gb, 3.75 Gb, 10.80 W
13:17:37, 6.38%, 0%, 3.62 Gb, 3.75 Gb, 10.80 W
13:17:37, 6.42%, 0%, 3.62 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.31%, 0%, 3.62 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.29%, 0%, 3.62 Gb, 3.75 Gb, 10.78 W
13:17:37, 6.25%, 0%, 3.62 Gb, 3.75 Gb, 10.78 W
13:17:37, 6.13%, 0%, 3.60 Gb, 3.75 Gb, 10.78 W
13:17:37, 6.31%, 2%, 3.59 Gb, 3.75 Gb, 10.78 W
13:17:37, 6.43%, 2%, 3.59 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.49%, 2%, 3.58 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.57%, 2%, 3.60 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.49%, 3%, 3.59 Gb, 3.75 Gb, 10.79 W
13:17:37, 6.49%, 3%, 3.59 Gb, 3.75 Gb, 10.81 W
13:17:37, 6.50%, 3%, 3.58 Gb, 3.75 Gb, 10.81 W
13:17:37, 6.68%, 4%, 3.57 Gb, 3.75 Gb, 10.82 W
13:17:38, 6.57%, 4%, 3.56 Gb, 3.75 Gb, 10.82 W
13:17:38, 6.56%, 4%, 3.56 Gb, 3.75 Gb, 10.84 W
13:17:38, 6.69%, 4%, 3.55 Gb, 3.75 Gb, 10.84 W
13:17:38, 6.80%, 5%, 3.57 Gb, 3.75 Gb, 10.86 W
13:17:38, 6.76%, 5%, 3.60 Gb, 3.75 Gb, 10.86 W
13:17:38, 6.81%, 5%, 3.60 Gb, 3.75 Gb, 10.87 W
13:17:38, 7.02%, 5%, 3.61 Gb, 3.75 Gb, 10.87 W
13:17:38, 6.95%, 5%, 3.60 Gb, 3.75 Gb, 10.89 W
13:17:38, 6.94%, 5%, 3.61 Gb, 3.75 Gb, 10.91 W
13:17:38, 7.06%, 5%, 3.59 Gb, 3.75 Gb, 10.91 W
13:17:38, 7.12%, 5%, 3.59 Gb, 3.75 Gb, 10.92 W
13:17:38, 6.89%, 2%, 3.60 Gb, 3.75 Gb, 10.92 W
13:17:38, 7.24%, 2%, 3.62 Gb, 3.75 Gb, 10.91 W
13:17:38, 7.23%, 2%, 3.61 Gb, 3.75 Gb, 10.91 W
13:17:38, 7.30%, 2%, 3.58 Gb, 3.75 Gb, 10.92 W
13:17:38, 7.20%, 4%, 3.58 Gb, 3.75 Gb, 10.92 W
13:17:38, 7.15%, 4%, 3.59 Gb, 3.75 Gb, 10.94 W
13:17:38, 7.13%, 4%, 3.60 Gb, 3.75 Gb, 10.94 W
13:17:38, 7.08%, 4%, 3.60 Gb, 3.75 Gb, 10.95 W
13:17:38, 7.14%, 5%, 3.62 Gb, 3.75 Gb, 10.95 W
13:17:39, 7.43%, 5%, 3.61 Gb, 3.75 Gb, 10.96 W
13:17:39, 7.38%, 5%, 3.61 Gb, 3.75 Gb, 10.96 W
13:17:39, 7.32%, 5%, 3.60 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.24%, 2%, 3.59 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.24%, 2%, 3.60 Gb, 3.75 Gb, 10.93 W
13:17:39, 7.17%, 2%, 3.59 Gb, 3.75 Gb, 10.93 W
13:17:39, 7.31%, 2%, 3.60 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.25%, 3%, 3.61 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.13%, 3%, 3.61 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.19%, 3%, 3.63 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.38%, 3%, 3.62 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.25%, 4%, 3.62 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.08%, 4%, 3.63 Gb, 3.75 Gb, 10.95 W
13:17:39, 7.00%, 4%, 3.61 Gb, 3.75 Gb, 10.95 W
13:17:39, 7.12%, 4%, 3.60 Gb, 3.75 Gb, 10.95 W
13:17:39, 7.05%, 1%, 3.62 Gb, 3.75 Gb, 10.95 W
13:17:39, 7.06%, 1%, 3.65 Gb, 3.75 Gb, 10.94 W
13:17:39, 6.99%, 1%, 3.67 Gb, 3.75 Gb, 10.94 W
13:17:39, 7.12%, 1%, 3.67 Gb, 3.75 Gb, 10.93 W
13:17:39, 6.93%, 4%, 3.66 Gb, 3.75 Gb, 10.93 W
13:17:40, 7.01%, 4%, 3.66 Gb, 3.75 Gb, 10.92 W
13:17:40, 7.05%, 4%, 3.65 Gb, 3.75 Gb, 10.92 W
13:17:40, 6.99%, 2%, 3.66 Gb, 3.75 Gb, 10.91 W
13:17:40, 6.96%, 2%, 3.66 Gb, 3.75 Gb, 10.91 W
